Indicator,Group,State,Subgroup,Time Period Start Date,Time Period End Date,Value
Depressive Disorder,National Estimate,United States,United States,2021-06-09,2021-06-21,21.6
Depressive Disorder,By Age,United States,18 - 29 years,2021-06-09,2021-06-21,36.0
Depressive Disorder,By Age,United States,30 - 39 years,2021-06-09,2021-06-21,25.4
Depressive Disorder,By Age,United States,40 - 49 years,2021-06-09,2021-06-21,23.2
Depressive Disorder,By Age,United States,50 - 59 years,2021-06-09,2021-06-21,19.5
Depressive Disorder,By Age,United States,60 - 69 years,2021-06-09,2021-06-21,16.0
Depressive Disorder,By Age,United States,70 - 79 years,2021-06-09,2021-06-21,10.7
Depressive Disorder,By Age,United States,80 years and above,2021-06-09,2021-06-21,6.4
Depressive Disorder,By Sex,United States,Male,2021-06-09,2021-06-21,20.1
Depressive Disorder,By Sex,United States,Female,2021-06-09,2021-06-21,23.0
Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,2021-06-21,26.5
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,2021-06-21,19.5
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,2021-06-21,26.6
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,2021-06-21,15.1
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,2021-06-21,32.2
Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-09,2021-06-21,26.2
Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-09,2021-06-21,25.0
Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,2021-06-21,25.2
Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,2021-06-21,14.2
Depressive Disorder,By Disability status,United States,With disability,2021-06-09,2021-06-21,49.9
Depressive Disorder,By Disability status,United States,Without disability,2021-06-09,2021-06-21,17.3
Depressive Disorder,By State,Alabama,Alabama,2021-06-09,2021-06-21,24.5
Depressive Disorder,By State,Alaska,Alaska,2021-06-09,2021-06-21,20.3
Depressive Disorder,By State,Arizona,Arizona,2021-06-09,2021-06-21,23.3
Depressive Disorder,By State,Arkansas,Arkansas,2021-06-09,2021-06-21,20.8
Depressive Disorder,By State,California,California,2021-06-09,2021-06-21,21.7
Depressive Disorder,By State,Colorado,Colorado,2021-06-09,2021-06-21,20.7
Depressive Disorder,By State,Connecticut,Connecticut,2021-06-09,2021-06-21,19.8
Depressive Disorder,By State,Delaware,Delaware,2021-06-09,2021-06-21,20.6
Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-09,2021-06-21,18.7
Depressive Disorder,By State,Florida,Florida,2021-06-09,2021-06-21,25.7
Depressive Disorder,By State,Georgia,Georgia,2021-06-09,2021-06-21,26.5
Depressive Disorder,By State,Hawaii,Hawaii,2021-06-09,2021-06-21,18.2
Depressive Disorder,By State,Idaho,Idaho,2021-06-09,2021-06-21,21.3
Depressive Disorder,By State,Illinois,Illinois,2021-06-09,2021-06-21,22.3
Depressive Disorder,By State,Indiana,Indiana,2021-06-09,2021-06-21,20.5
Depressive Disorder,By State,Iowa,Iowa,2021-06-09,2021-06-21,22.9
Depressive Disorder,By State,Kansas,Kansas,2021-06-09,2021-06-21,19.7
Depressive Disorder,By State,Kentucky,Kentucky,2021-06-09,2021-06-21,22.0
Depressive Disorder,By State,Louisiana,Louisiana,2021-06-09,2021-06-21,23.8
Depressive Disorder,By State,Maine,Maine,2021-06-09,2021-06-21,20.1
Depressive Disorder,By State,Maryland,Maryland,2021-06-09,2021-06-21,22.6
Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-09,2021-06-21,16.5
Depressive Disorder,By State,Michigan,Michigan,2021-06-09,2021-06-21,18.2
Depressive Disorder,By State,Minnesota,Minnesota,2021-06-09,2021-06-21,15.8
Depressive Disorder,By State,Mississippi,Mississippi,2021-06-09,2021-06-21,31.5
Depressive Disorder,By State,Missouri,Missouri,2021-06-09,2021-06-21,20.9
Depressive Disorder,By State,Montana,Montana,2021-06-09,2021-06-21,16.2
Depressive Disorder,By State,Nebraska,Nebraska,2021-06-09,2021-06-21,18.6
Depressive Disorder,By State,Nevada,Nevada,2021-06-09,2021-06-21,25.2
Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-09,2021-06-21,13.2
Depressive Disorder,By State,New Jersey,New Jersey,2021-06-09,2021-06-21,20.3
Depressive Disorder,By State,New Mexico,New Mexico,2021-06-09,2021-06-21,27.5
Depressive Disorder,By State,New York,New York,2021-06-09,2021-06-21,20.0
Depressive Disorder,By State,North Carolina,North Carolina,2021-06-09,2021-06-21,18.7
Depressive Disorder,By State,North Dakota,North Dakota,2021-06-09,2021-06-21,19.3
Depressive Disorder,By State,Ohio,Ohio,2021-06-09,2021-06-21,20.6
Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-09,2021-06-21,27.3
Depressive Disorder,By State,Oregon,Oregon,2021-06-09,2021-06-21,20.8
Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,2021-06-21,19.7
Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-09,2021-06-21,19.9
Depressive Disorder,By State,South Carolina,South Carolina,2021-06-09,2021-06-21,21.8
Depressive Disorder,By State,South Dakota,South Dakota,2021-06-09,2021-06-21,15.6
Depressive Disorder,By State,Tennessee,Tennessee,2021-06-09,2021-06-21,21.6
Depressive Disorder,By State,Texas,Texas,2021-06-09,2021-06-21,23.7
Depressive Disorder,By State,Utah,Utah,2021-06-09,2021-06-21,20.7
Depressive Disorder,By State,Vermont,Vermont,2021-06-09,2021-06-21,16.5
Depressive Disorder,By State,Virginia,Virginia,2021-06-09,2021-06-21,20.6
Depressive Disorder,By State,Washington,Washington,2021-06-09,2021-06-21,21.3
Depressive Disorder,By State,West Virginia,West Virginia,2021-06-09,2021-06-21,21.3
Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-09,2021-06-21,15.1
Depressive Disorder,By State,Wyoming,Wyoming,2021-06-09,2021-06-21,20.9
Anxiety Disorder,National Estimate,United States,United States,2021-06-09,2021-06-21,26.1
Anxiety Disorder,By Age,United States,18 - 29 years,2021-06-09,2021-06-21,38.6
Anxiety Disorder,By Age,United States,30 - 39 years,2021-06-09,2021-06-21,32.3
Anxiety Disorder,By Age,United States,40 - 49 years,2021-06-09,2021-06-21,29.6
Anxiety Disorder,By Age,United States,50 - 59 years,2021-06-09,2021-06-21,24.9
Anxiety Disorder,By Age,United States,60 - 69 years,2021-06-09,2021-06-21,18.9
Anxiety Disorder,By Age,United States,70 - 79 years,2021-06-09,2021-06-21,13.1
Anxiety Disorder,By Age,United States,80 years and above,2021-06-09,2021-06-21,7.6
Anxiety Disorder,By Sex,United States,Male,2021-06-09,2021-06-21,23.2
Anxiety Disorder,By Sex,United States,Female,2021-06-09,2021-06-21,28.8
Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,2021-06-21,31.0
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,2021-06-21,24.6
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,2021-06-21,27.1
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,2021-06-21,19.2
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,2021-06-21,39.7
Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-06-09,2021-06-21,29.1
Anxiety Disorder,By Education,United States,High school diploma or GED,2021-06-09,2021-06-21,28.7
Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,2021-06-21,29.4
Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,2021-06-21,20.2
Anxiety Disorder,By Disability status,United States,With disability,2021-06-09,2021-06-21,54.1
Anxiety Disorder,By Disability status,United States,Without disability,2021-06-09,2021-06-21,21.9
Anxiety Disorder,By State,Alabama,Alabama,2021-06-09,2021-06-21,24.4
Anxiety Disorder,By State,Alaska,Alaska,2021-06-09,2021-06-21,27.1
Anxiety Disorder,By State,Arizona,Arizona,2021-06-09,2021-06-21,27.2
Anxiety Disorder,By State,Arkansas,Arkansas,2021-06-09,2021-06-21,28.4
Anxiety Disorder,By State,California,California,2021-06-09,2021-06-21,27.2
Anxiety Disorder,By State,Colorado,Colorado,2021-06-09,2021-06-21,23.9
Anxiety Disorder,By State,Connecticut,Connecticut,2021-06-09,2021-06-21,28.1
Anxiety Disorder,By State,Delaware,Delaware,2021-06-09,2021-06-21,26.4
Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-06-09,2021-06-21,22.4
Anxiety Disorder,By State,Florida,Florida,2021-06-09,2021-06-21,31.7
Anxiety Disorder,By State,Georgia,Georgia,2021-06-09,2021-06-21,24.8
Anxiety Disorder,By State,Hawaii,Hawaii,2021-06-09,2021-06-21,22.2
Anxiety Disorder,By State,Idaho,Idaho,2021-06-09,2021-06-21,26.1
Anxiety Disorder,By State,Illinois,Illinois,2021-06-09,2021-06-21,22.5
Anxiety Disorder,By State,Indiana,Indiana,2021-06-09,2021-06-21,24.3
Anxiety Disorder,By State,Iowa,Iowa,2021-06-09,2021-06-21,28.7
Anxiety Disorder,By State,Kansas,Kansas,2021-06-09,2021-06-21,19.9
Anxiety Disorder,By State,Kentucky,Kentucky,2021-06-09,2021-06-21,30.1
Anxiety Disorder,By State,Louisiana,Louisiana,2021-06-09,2021-06-21,31.7
Anxiety Disorder,By State,Maine,Maine,2021-06-09,2021-06-21,24.6
Anxiety Disorder,By State,Maryland,Maryland,2021-06-09,2021-06-21,26.9
Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-06-09,2021-06-21,22.4
Anxiety Disorder,By State,Michigan,Michigan,2021-06-09,2021-06-21,24.1
Anxiety Disorder,By State,Minnesota,Minnesota,2021-06-09,2021-06-21,22.5
Anxiety Disorder,By State,Mississippi,Mississippi,2021-06-09,2021-06-21,31.7
Anxiety Disorder,By State,Missouri,Missouri,2021-06-09,2021-06-21,28.9
Anxiety Disorder,By State,Montana,Montana,2021-06-09,2021-06-21,24.0
Anxiety Disorder,By State,Nebraska,Nebraska,2021-06-09,2021-06-21,21.8
Anxiety Disorder,By State,Nevada,Nevada,2021-06-09,2021-06-21,30.1
Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-06-09,2021-06-21,19.1
Anxiety Disorder,By State,New Jersey,New Jersey,2021-06-09,2021-06-21,26.9
Anxiety Disorder,By State,New Mexico,New Mexico,2021-06-09,2021-06-21,31.2
Anxiety Disorder,By State,New York,New York,2021-06-09,2021-06-21,25.4
Anxiety Disorder,By State,North Carolina,North Carolina,2021-06-09,2021-06-21,22.8
Anxiety Disorder,By State,North Dakota,North Dakota,2021-06-09,2021-06-21,24.1
Anxiety Disorder,By State,Ohio,Ohio,2021-06-09,2021-06-21,25.4
Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-06-09,2021-06-21,35.7
Anxiety Disorder,By State,Oregon,Oregon,2021-06-09,2021-06-21,25.1
Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,2021-06-21,24.9
Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-06-09,2021-06-21,28.1
Anxiety Disorder,By State,South Carolina,South Carolina,2021-06-09,2021-06-21,25.0
Anxiety Disorder,By State,South Dakota,South Dakota,2021-06-09,2021-06-21,17.3
Anxiety Disorder,By State,Tennessee,Tennessee,2021-06-09,2021-06-21,26.8
Anxiety Disorder,By State,Texas,Texas,2021-06-09,2021-06-21,26.1
Anxiety Disorder,By State,Utah,Utah,2021-06-09,2021-06-21,26.5
Anxiety Disorder,By State,Vermont,Vermont,2021-06-09,2021-06-21,20.9
Anxiety Disorder,By State,Virginia,Virginia,2021-06-09,2021-06-21,23.8
Anxiety Disorder,By State,Washington,Washington,2021-06-09,2021-06-21,24.8
Anxiety Disorder,By State,West Virginia,West Virginia,2021-06-09,2021-06-21,32.7
Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-06-09,2021-06-21,20.7
Anxiety Disorder,By State,Wyoming,Wyoming,2021-06-09,2021-06-21,21.6
Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-06-09,2021-06-21,30.4
Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-06-09,2021-06-21,45.5
Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-06-09,2021-06-21,37.1
Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-06-09,2021-06-21,33.4
Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-06-09,2021-06-21,28.8
Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-06-09,2021-06-21,22.7
Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-06-09,2021-06-21,16.3
Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-06-09,2021-06-21,9.7
Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-06-09,2021-06-21,27.6
Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-06-09,2021-06-21,33.0
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,2021-06-21,35.8
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,2021-06-21,28.3
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,2021-06-21,34.3
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,2021-06-21,22.8
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,2021-06-21,45.4
Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-09,2021-06-21,35.4
Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-09,2021-06-21,33.6
Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,2021-06-21,34.2
Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,2021-06-21,23.1
Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,2021-06-09,2021-06-21,61.5
Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,2021-06-09,2021-06-21,25.8
Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-06-09,2021-06-21,29.5
Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-06-09,2021-06-21,31.8
Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-06-09,2021-06-21,32.0
Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-06-09,2021-06-21,34.5
Anxiety Disorder or Depressive Disorder,By State,California,California,2021-06-09,2021-06-21,31.5
Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-06-09,2021-06-21,28.3
Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-06-09,2021-06-21,30.6
Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-06-09,2021-06-21,31.4
Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-09,2021-06-21,25.0
Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-06-09,2021-06-21,34.0
Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-06-09,2021-06-21,33.6
Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-06-09,2021-06-21,24.9
Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-06-09,2021-06-21,29.5
Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-06-09,2021-06-21,29.4
Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-06-09,2021-06-21,30.2
Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-06-09,2021-06-21,32.4
Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-06-09,2021-06-21,25.9
Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-06-09,2021-06-21,33.2
Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-06-09,2021-06-21,36.3
Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-06-09,2021-06-21,28.6
Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-06-09,2021-06-21,31.1
Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-09,2021-06-21,27.1
Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-06-09,2021-06-21,27.2
Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-06-09,2021-06-21,25.9
Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-06-09,2021-06-21,39.2
Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-06-09,2021-06-21,31.9
Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-06-09,2021-06-21,26.7
Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-06-09,2021-06-21,25.4
Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-06-09,2021-06-21,33.9
Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-09,2021-06-21,21.0
Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-06-09,2021-06-21,31.0
Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-06-09,2021-06-21,35.7
Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-06-09,2021-06-21,30.5
Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-06-09,2021-06-21,25.7
Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-06-09,2021-06-21,26.5
Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-06-09,2021-06-21,28.4
Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-09,2021-06-21,38.6
Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-06-09,2021-06-21,29.0
Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,2021-06-21,28.0
Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-09,2021-06-21,31.3
Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-06-09,2021-06-21,30.0
Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-06-09,2021-06-21,23.5
Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-06-09,2021-06-21,31.3
Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-06-09,2021-06-21,31.7
Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-06-09,2021-06-21,29.8
Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-06-09,2021-06-21,23.0
Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-06-09,2021-06-21,28.3
Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-06-09,2021-06-21,29.0
Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-06-09,2021-06-21,37.2
Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-09,2021-06-21,22.4
Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-06-09,2021-06-21,26.1
Depressive Disorder,National Estimate,United States,United States,2021-06-23,2021-07-05,20.9
Depressive Disorder,By Age,United States,18 - 29 years,2021-06-23,2021-07-05,37.3
Depressive Disorder,By Age,United States,30 - 39 years,2021-06-23,2021-07-05,24.4
Depressive Disorder,By Age,United States,40 - 49 years,2021-06-23,2021-07-05,21.8
Depressive Disorder,By Age,United States,50 - 59 years,2021-06-23,2021-07-05,18.9
Depressive Disorder,By Age,United States,60 - 69 years,2021-06-23,2021-07-05,14.2
Depressive Disorder,By Age,United States,70 - 79 years,2021-06-23,2021-07-05,10.3
Depressive Disorder,By Age,United States,80 years and above,2021-06-23,2021-07-05,11.4
Depressive Disorder,By Sex,United States,Male,2021-06-23,2021-07-05,18.4
Depressive Disorder,By Sex,United States,Female,2021-06-23,2021-07-05,23.1
Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-23,2021-07-05,26.4
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-23,2021-07-05,18.6
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-23,2021-07-05,24.2
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-23,2021-07-05,16.8
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-23,2021-07-05,32.9
Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-23,2021-07-05,32.8
Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-23,2021-07-05,22.7
Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-23,2021-07-05,24.6
Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-23,2021-07-05,13.4
Depressive Disorder,By Disability status,United States,With disability,2021-06-23,2021-07-05,46.2
Depressive Disorder,By Disability status,United States,Without disability,2021-06-23,2021-07-05,17.0
Depressive Disorder,By State,Alabama,Alabama,2021-06-23,2021-07-05,25.3
Depressive Disorder,By State,Alaska,Alaska,2021-06-23,2021-07-05,17.9
Depressive Disorder,By State,Arizona,Arizona,2021-06-23,2021-07-05,27.2
Depressive Disorder,By State,Arkansas,Arkansas,2021-06-23,2021-07-05,17.4
Depressive Disorder,By State,California,California,2021-06-23,2021-07-05,22.6
Depressive Disorder,By State,Colorado,Colorado,2021-06-23,2021-07-05,18.6
Depressive Disorder,By State,Connecticut,Connecticut,2021-06-23,2021-07-05,18.1
Depressive Disorder,By State,Delaware,Delaware,2021-06-23,2021-07-05,17.4
Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-23,2021-07-05,20.3
Depressive Disorder,By State,Florida,Florida,2021-06-23,2021-07-05,19.1
Depressive Disorder,By State,Georgia,Georgia,2021-06-23,2021-07-05,23.3
Depressive Disorder,By State,Hawaii,Hawaii,2021-06-23,2021-07-05,28.2
Depressive Disorder,By State,Idaho,Idaho,2021-06-23,2021-07-05,20.7
Depressive Disorder,By State,Illinois,Illinois,2021-06-23,2021-07-05,16.0
Depressive Disorder,By State,Indiana,Indiana,2021-06-23,2021-07-05,21.1
Depressive Disorder,By State,Iowa,Iowa,2021-06-23,2021-07-05,15.4
Depressive Disorder,By State,Kansas,Kansas,2021-06-23,2021-07-05,16.9
Depressive Disorder,By State,Kentucky,Kentucky,2021-06-23,2021-07-05,26.2
Depressive Disorder,By State,Louisiana,Louisiana,2021-06-23,2021-07-05,21.9
Depressive Disorder,By State,Maine,Maine,2021-06-23,2021-07-05,15.1
Depressive Disorder,By State,Maryland,Maryland,2021-06-23,2021-07-05,21.3
Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-23,2021-07-05,18.8
Depressive Disorder,By State,Michigan,Michigan,2021-06-23,2021-07-05,22.1
Depressive Disorder,By State,Minnesota,Minnesota,2021-06-23,2021-07-05,15.6
Depressive Disorder,By State,Mississippi,Mississippi,2021-06-23,2021-07-05,24.4
Depressive Disorder,By State,Missouri,Missouri,2021-06-23,2021-07-05,21.1
Depressive Disorder,By State,Montana,Montana,2021-06-23,2021-07-05,16.1
Depressive Disorder,By State,Nebraska,Nebraska,2021-06-23,2021-07-05,17.7
Depressive Disorder,By State,Nevada,Nevada,2021-06-23,2021-07-05,26.2
Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-23,2021-07-05,19.3
Depressive Disorder,By State,New Jersey,New Jersey,2021-06-23,2021-07-05,14.4
Depressive Disorder,By State,New Mexico,New Mexico,2021-06-23,2021-07-05,29.6
Depressive Disorder,By State,New York,New York,2021-06-23,2021-07-05,18.6
Depressive Disorder,By State,North Carolina,North Carolina,2021-06-23,2021-07-05,22.7
Depressive Disorder,By State,North Dakota,North Dakota,2021-06-23,2021-07-05,16.9
Depressive Disorder,By State,Ohio,Ohio,2021-06-23,2021-07-05,22.1
Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-23,2021-07-05,26.8
Depressive Disorder,By State,Oregon,Oregon,2021-06-23,2021-07-05,25.3
Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-23,2021-07-05,19.1
Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-23,2021-07-05,19.7
Depressive Disorder,By State,South Carolina,South Carolina,2021-06-23,2021-07-05,25.3
Depressive Disorder,By State,South Dakota,South Dakota,2021-06-23,2021-07-05,21.4
Depressive Disorder,By State,Tennessee,Tennessee,2021-06-23,2021-07-05,23.1
Depressive Disorder,By State,Texas,Texas,2021-06-23,2021-07-05,22.4
Depressive Disorder,By State,Utah,Utah,2021-06-23,2021-07-05,18.8
Depressive Disorder,By State,Vermont,Vermont,2021-06-23,2021-07-05,11.5
Depressive Disorder,By State,Virginia,Virginia,2021-06-23,2021-07-05,17.1
Depressive Disorder,By State,Washington,Washington,2021-06-23,2021-07-05,18.8
Depressive Disorder,By State,West Virginia,West Virginia,2021-06-23,2021-07-05,24.8
Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-23,2021-07-05,17.2
Depressive Disorder,By State,Wyoming,Wyoming,2021-06-23,2021-07-05,21.3
Anxiety Disorder,National Estimate,United States,United States,2021-06-23,2021-07-05,24.5
Anxiety Disorder,By Age,United States,18 - 29 years,2021-06-23,2021-07-05,39.3
Anxiety Disorder,By Age,United States,30 - 39 years,2021-06-23,2021-07-05,30.2
Anxiety Disorder,By Age,United States,40 - 49 years,2021-06-23,2021-07-05,27.7
Anxiety Disorder,By Age,United States,50 - 59 years,2021-06-23,2021-07-05,22.9
Anxiety Disorder,By Age,United States,60 - 69 years,2021-06-23,2021-07-05,16.7
Anxiety Disorder,By Age,United States,70 - 79 years,2021-06-23,2021-07-05,11.4
Anxiety Disorder,By Age,United States,80 years and above,2021-06-23,2021-07-05,11.2
Anxiety Disorder,By Sex,United States,Male,2021-06-23,2021-07-05,20.2
Anxiety Disorder,By Sex,United States,Female,2021-06-23,2021-07-05,28.5
Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-23,2021-07-05,28.6
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-23,2021-07-05,22.7
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-23,2021-07-05,28.3
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-23,2021-07-05,18.9
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-23,2021-07-05,37.2
Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-06-23,2021-07-05,35.1
Anxiety Disorder,By Education,United States,High school diploma or GED,2021-06-23,2021-07-05,24.1
Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-06-23,2021-07-05,28.7
Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-06-23,2021-07-05,18.9
Anxiety Disorder,By Disability status,United States,With disability,2021-06-23,2021-07-05,49.9
Anxiety Disorder,By Disability status,United States,Without disability,2021-06-23,2021-07-05,20.6
