Indicator,Group,State,Subgroup,Time Period Start Date,Time Period End Date,Value
Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-11-11,2020-11-23,45.2
Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-11-11,2020-11-23,46.5
Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-11-11,2020-11-23,41.7
Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-11-11,2020-11-23,39.0
Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-11-11,2020-11-23,41.5
Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-11-11,2020-11-23,41.7
Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-11-11,2020-11-23,49.7
Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-11-11,2020-11-23,40.9
Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-11-11,2020-11-23,40.1
Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-11-11,2020-11-23,43.8
Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-11-11,2020-11-23,44.6
Anxiety Disorder,By State,Louisiana,Louisiana,2020-11-11,2020-11-23,38.4
Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-11-11,2020-11-23,43.8
Anxiety Disorder,By State,Tennessee,Tennessee,2020-11-11,2020-11-23,38.2
Anxiety Disorder,By State,South Dakota,South Dakota,2020-11-11,2020-11-23,34.7
Anxiety Disorder,By State,South Carolina,South Carolina,2020-11-11,2020-11-23,36.4
Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-11-11,2020-11-23,37.8
Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-11-11,2020-11-23,34.9
Anxiety Disorder,By State,Oregon,Oregon,2020-11-11,2020-11-23,40.8
Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-11-11,2020-11-23,42.0
Anxiety Disorder,By State,Ohio,Ohio,2020-11-11,2020-11-23,38.1
Anxiety Disorder,By State,North Dakota,North Dakota,2020-11-11,2020-11-23,32.6
Anxiety Disorder,By State,New York,New York,2020-11-11,2020-11-23,36.6
Anxiety Disorder,By State,Texas,Texas,2020-11-11,2020-11-23,42.3
Anxiety Disorder,By State,New Mexico,New Mexico,2020-11-11,2020-11-23,42.6
Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-11-11,2020-11-23,33.8
Anxiety Disorder,By State,Nevada,Nevada,2020-11-11,2020-11-23,43.2
Anxiety Disorder,By State,Nebraska,Nebraska,2020-11-11,2020-11-23,34.9
Anxiety Disorder,By State,Montana,Montana,2020-11-11,2020-11-23,39.9
Anxiety Disorder,By State,Missouri,Missouri,2020-11-11,2020-11-23,33.3
Anxiety Disorder,By State,Mississippi,Mississippi,2020-11-11,2020-11-23,37.7
Anxiety Disorder,By State,Minnesota,Minnesota,2020-11-11,2020-11-23,37.5
Anxiety Disorder,By State,Michigan,Michigan,2020-11-11,2020-11-23,35.2
Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-11-11,2020-11-23,37.5
Anxiety Disorder,By State,Maryland,Maryland,2020-11-11,2020-11-23,36.1
Anxiety Disorder,By State,New Jersey,New Jersey,2020-11-11,2020-11-23,36.2
Anxiety Disorder,By State,Utah,Utah,2020-11-11,2020-11-23,38.0
Anxiety Disorder,By State,North Carolina,North Carolina,2020-11-11,2020-11-23,38.3
Anxiety Disorder,By State,Virginia,Virginia,2020-11-11,2020-11-23,34.3
Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-11-11,2020-11-23,37.5
Anxiety Disorder,By State,Vermont,Vermont,2020-11-11,2020-11-23,36.2
Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-11-11,2020-11-23,45.9
Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-11-11,2020-11-23,43.0
Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-11-11,2020-11-23,51.0
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-11-11,2020-11-23,52.6
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-11-11,2020-11-23,32.8
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-11-11,2020-11-23,43.6
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-11-11,2020-11-23,48.2
Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-11-11,2020-11-23,47.6
Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-11-11,2020-11-23,37.2
Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-11-11,2020-11-23,24.1
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-11-11,2020-11-23,41.2
Anxiety Disorder,By State,West Virginia,West Virginia,2020-11-11,2020-11-23,36.6
Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-11-11,2020-11-23,34.2
Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-11-11,2020-11-23,40.2
Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-11-11,2020-11-23,45.6
Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-11-11,2020-11-23,48.4
Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-11-11,2020-11-23,58.1
Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-11-11,2020-11-23,42.6
Anxiety Disorder,By State,Wyoming,Wyoming,2020-11-11,2020-11-23,35.8
Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-11-11,2020-11-23,31.4
Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-11-11,2020-11-23,28.6
Anxiety Disorder,By State,Washington,Washington,2020-11-11,2020-11-23,36.3
Anxiety Disorder,National Estimate,United States,United States,2020-11-25,2020-12-07,36.1
Anxiety Disorder,By Age,United States,18 - 29 years,2020-11-25,2020-12-07,49.0
Anxiety Disorder,By Age,United States,30 - 39 years,2020-11-25,2020-12-07,42.6
Anxiety Disorder,By Age,United States,40 - 49 years,2020-11-25,2020-12-07,40.7
Anxiety Disorder,By Sex,United States,Male,2020-11-25,2020-12-07,31.4
Anxiety Disorder,By Age,United States,60 - 69 years,2020-11-25,2020-12-07,27.3
Anxiety Disorder,By Age,United States,70 - 79 years,2020-11-25,2020-12-07,21.2
Anxiety Disorder,By Age,United States,80 years and above,2020-11-25,2020-12-07,16.1
Depressive Disorder,By State,Wyoming,Wyoming,2020-11-25,2020-12-07,31.3
Anxiety Disorder,By Age,United States,50 - 59 years,2020-11-25,2020-12-07,35.1
Depressive Disorder,By State,Wisconsin,Wisconsin,2020-11-25,2020-12-07,26.3
Depressive Disorder,By State,Oregon,Oregon,2020-11-25,2020-12-07,35.9
Depressive Disorder,By State,Washington,Washington,2020-11-25,2020-12-07,29.4
Depressive Disorder,By State,Virginia,Virginia,2020-11-25,2020-12-07,26.9
Depressive Disorder,By State,Vermont,Vermont,2020-11-25,2020-12-07,28.8
Depressive Disorder,By State,Utah,Utah,2020-11-25,2020-12-07,32.4
Depressive Disorder,By State,Texas,Texas,2020-11-25,2020-12-07,31.3
Depressive Disorder,By State,Tennessee,Tennessee,2020-11-25,2020-12-07,28.0
Depressive Disorder,By State,South Dakota,South Dakota,2020-11-25,2020-12-07,20.2
Depressive Disorder,By State,South Carolina,South Carolina,2020-11-25,2020-12-07,22.9
Depressive Disorder,By State,Rhode Island,Rhode Island,2020-11-25,2020-12-07,27.2
Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-11-25,2020-12-07,29.4
Anxiety Disorder,By Sex,United States,Female,2020-11-25,2020-12-07,40.5
Depressive Disorder,By State,West Virginia,West Virginia,2020-11-25,2020-12-07,31.6
Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-11-25,2020-12-07,41.8
Anxiety Disorder,By State,Iowa,Iowa,2020-11-25,2020-12-07,31.0
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-11-25,2020-12-07,36.9
Anxiety Disorder,By State,Kansas,Kansas,2020-11-25,2020-12-07,31.9
Depressive Disorder,By State,Oklahoma,Oklahoma,2020-11-25,2020-12-07,33.8
Anxiety Disorder,By State,Indiana,Indiana,2020-11-25,2020-12-07,37.7
Anxiety Disorder,By State,Illinois,Illinois,2020-11-25,2020-12-07,37.6
Anxiety Disorder,By State,Idaho,Idaho,2020-11-25,2020-12-07,34.0
Anxiety Disorder,By State,Hawaii,Hawaii,2020-11-25,2020-12-07,35.1
Anxiety Disorder,By State,Georgia,Georgia,2020-11-25,2020-12-07,36.0
Anxiety Disorder,By State,Florida,Florida,2020-11-25,2020-12-07,36.3
Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-11-25,2020-12-07,35.8
Anxiety Disorder,By State,Delaware,Delaware,2020-11-25,2020-12-07,33.5
Anxiety Disorder,By State,Connecticut,Connecticut,2020-11-25,2020-12-07,36.6
Anxiety Disorder,By State,Colorado,Colorado,2020-11-25,2020-12-07,37.8
Anxiety Disorder,By State,California,California,2020-11-25,2020-12-07,36.8
Anxiety Disorder,By State,Arkansas,Arkansas,2020-11-25,2020-12-07,37.2
Anxiety Disorder,By State,Arizona,Arizona,2020-11-25,2020-12-07,33.6
Anxiety Disorder,By State,Alaska,Alaska,2020-11-25,2020-12-07,36.8
Anxiety Disorder,By State,Alabama,Alabama,2020-11-25,2020-12-07,32.5
Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-11-25,2020-12-07,31.4
Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-11-25,2020-12-07,40.0
Anxiety Disorder,By Education,United States,High school diploma or GED,2020-11-25,2020-12-07,35.2
Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-11-25,2020-12-07,46.9
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-11-25,2020-12-07,44.9
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-11-25,2020-12-07,29.7
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-11-25,2020-12-07,34.6
Depressive Disorder,By State,Ohio,Ohio,2020-11-25,2020-12-07,32.7
Depressive Disorder,By State,Georgia,Georgia,2020-11-25,2020-12-07,28.2
Depressive Disorder,By State,North Carolina,North Carolina,2020-11-25,2020-12-07,28.4
Depressive Disorder,By State,Colorado,Colorado,2020-11-25,2020-12-07,28.4
Depressive Disorder,By State,California,California,2020-11-25,2020-12-07,30.2
Depressive Disorder,By State,Arkansas,Arkansas,2020-11-25,2020-12-07,28.5
Depressive Disorder,By State,Arizona,Arizona,2020-11-25,2020-12-07,28.5
Depressive Disorder,By State,Alaska,Alaska,2020-11-25,2020-12-07,26.7
Depressive Disorder,By State,Alabama,Alabama,2020-11-25,2020-12-07,30.5
Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-11-25,2020-12-07,21.1
Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-11-25,2020-12-07,32.1
Depressive Disorder,By Education,United States,High school diploma or GED,2020-11-25,2020-12-07,31.5
Depressive Disorder,By Education,United States,Less than a high school diploma,2020-11-25,2020-12-07,41.3
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-11-25,2020-12-07,35.0
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-11-25,2020-12-07,25.7
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-11-25,2020-12-07,32.2
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-11-25,2020-12-07,27.2
Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-11-25,2020-12-07,33.1
Depressive Disorder,By Sex,United States,Female,2020-11-25,2020-12-07,30.9
Depressive Disorder,By Sex,United States,Male,2020-11-25,2020-12-07,26.7
Depressive Disorder,By Age,United States,80 years and above,2020-11-25,2020-12-07,14.4
Depressive Disorder,By Age,United States,70 - 79 years,2020-11-25,2020-12-07,17.2
Depressive Disorder,By Age,United States,60 - 69 years,2020-11-25,2020-12-07,21.7
Depressive Disorder,By Age,United States,50 - 59 years,2020-11-25,2020-12-07,28.0
Anxiety Disorder,By State,Kentucky,Kentucky,2020-11-25,2020-12-07,40.2
Depressive Disorder,By Age,United States,30 - 39 years,2020-11-25,2020-12-07,33.4
Depressive Disorder,By State,Connecticut,Connecticut,2020-11-25,2020-12-07,28.2
Depressive Disorder,By State,North Dakota,North Dakota,2020-11-25,2020-12-07,21.1
Depressive Disorder,By State,Delaware,Delaware,2020-11-25,2020-12-07,33.0
Depressive Disorder,By State,Florida,Florida,2020-11-25,2020-12-07,27.9
Depressive Disorder,By State,New York,New York,2020-11-25,2020-12-07,23.3
Depressive Disorder,By State,New Mexico,New Mexico,2020-11-25,2020-12-07,30.2
Depressive Disorder,By State,New Jersey,New Jersey,2020-11-25,2020-12-07,27.7
Depressive Disorder,By State,New Hampshire,New Hampshire,2020-11-25,2020-12-07,26.1
Depressive Disorder,By State,Nevada,Nevada,2020-11-25,2020-12-07,35.7
Depressive Disorder,By State,Nebraska,Nebraska,2020-11-25,2020-12-07,26.0
Depressive Disorder,By State,Montana,Montana,2020-11-25,2020-12-07,26.3
Depressive Disorder,By State,Missouri,Missouri,2020-11-25,2020-12-07,27.4
Depressive Disorder,By State,Mississippi,Mississippi,2020-11-25,2020-12-07,36.9
Depressive Disorder,By State,Minnesota,Minnesota,2020-11-25,2020-12-07,25.0
Depressive Disorder,By State,Michigan,Michigan,2020-11-25,2020-12-07,26.5
Depressive Disorder,By State,Massachusetts,Massachusetts,2020-11-25,2020-12-07,23.7
Depressive Disorder,By State,Maryland,Maryland,2020-11-25,2020-12-07,27.0
Depressive Disorder,By State,Maine,Maine,2020-11-25,2020-12-07,24.8
Depressive Disorder,By State,Louisiana,Louisiana,2020-11-25,2020-12-07,35.5
Depressive Disorder,By State,Kentucky,Kentucky,2020-11-25,2020-12-07,33.9
Depressive Disorder,By State,Kansas,Kansas,2020-11-25,2020-12-07,27.6
Depressive Disorder,By State,Iowa,Iowa,2020-11-25,2020-12-07,24.3
Depressive Disorder,By State,Indiana,Indiana,2020-11-25,2020-12-07,30.8
Depressive Disorder,By State,Illinois,Illinois,2020-11-25,2020-12-07,30.0
Depressive Disorder,By State,Idaho,Idaho,2020-11-25,2020-12-07,30.6
Depressive Disorder,By State,Hawaii,Hawaii,2020-11-25,2020-12-07,31.2
Depressive Disorder,By Age,United States,18 - 29 years,2020-11-25,2020-12-07,42.1
Depressive Disorder,By State,District of Columbia,District of Columbia,2020-11-25,2020-12-07,27.3
Depressive Disorder,By Age,United States,40 - 49 years,2020-11-25,2020-12-07,30.5
Anxiety Disorder,By State,Louisiana,Louisiana,2020-11-25,2020-12-07,43.1
Anxiety Disorder,By State,Maryland,Maryland,2020-11-25,2020-12-07,34.2
Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-11-25,2020-12-07,38.9
Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-11-25,2020-12-07,46.8
Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-11-25,2020-12-07,39.6
Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-11-25,2020-12-07,40.1
Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-11-25,2020-12-07,39.4
Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-11-25,2020-12-07,38.1
Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-11-25,2020-12-07,36.9
Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-11-25,2020-12-07,47.3
Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-11-25,2020-12-07,45.9
Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-11-25,2020-12-07,36.8
Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-11-25,2020-12-07,39.4
Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-11-25,2020-12-07,36.1
Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-11-25,2020-12-07,43.1
Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-11-25,2020-12-07,41.3
Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-11-25,2020-12-07,40.7
Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-11-25,2020-12-07,39.9
Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-11-25,2020-12-07,39.4
Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-11-25,2020-12-07,41.8
Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-11-25,2020-12-07,42.9
Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-11-25,2020-12-07,41.6
Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-11-25,2020-12-07,43.0
Anxiety Disorder or Depressive Disorder,By State,California,California,2020-11-25,2020-12-07,43.2
Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-11-25,2020-12-07,43.7
Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-11-25,2020-12-07,41.9
Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-11-25,2020-12-07,39.6
Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-11-25,2020-12-07,41.7
Anxiety Disorder,By State,Maine,Maine,2020-11-25,2020-12-07,32.4
Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-11-25,2020-12-07,44.8
Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-11-25,2020-12-07,35.5
Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-11-25,2020-12-07,44.2
Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-11-25,2020-12-07,43.3
Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-11-25,2020-12-07,39.3
Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2020-11-25,2020-12-07,40.6
Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-11-25,2020-12-07,44.2
Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-11-25,2020-12-07,44.1
Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-11-25,2020-12-07,39.2
Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-11-25,2020-12-07,47.2
Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-11-25,2020-12-07,32.4
Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-11-25,2020-12-07,41.5
Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-11-25,2020-12-07,43.1
Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-11-25,2020-12-07,47.6
Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-11-25,2020-12-07,43.9
Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-11-25,2020-12-07,44.2
Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-11-25,2020-12-07,32.8
Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-11-25,2020-12-07,39.0
Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-11-25,2020-12-07,38.9
Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-11-25,2020-12-07,46.1
Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-11-25,2020-12-07,40.8
Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-11-25,2020-12-07,33.6
Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-11-25,2020-12-07,39.8
Depressive Disorder,National Estimate,United States,United States,2020-11-25,2020-12-07,28.9
Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-11-25,2020-12-07,38.5
Anxiety Disorder,By State,Tennessee,Tennessee,2020-11-25,2020-12-07,34.2
Anxiety Disorder,By State,South Dakota,South Dakota,2020-11-25,2020-12-07,27.5
Anxiety Disorder,By State,South Carolina,South Carolina,2020-11-25,2020-12-07,30.4
Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-11-25,2020-12-07,37.4
Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-11-25,2020-12-07,38.1
Anxiety Disorder,By State,Oregon,Oregon,2020-11-25,2020-12-07,38.6
Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-11-25,2020-12-07,38.7
Anxiety Disorder,By State,Ohio,Ohio,2020-11-25,2020-12-07,35.4
Anxiety Disorder,By State,North Dakota,North Dakota,2020-11-25,2020-12-07,28.9
Anxiety Disorder,By State,New York,New York,2020-11-25,2020-12-07,35.3
Anxiety Disorder,By State,Texas,Texas,2020-11-25,2020-12-07,38.8
Anxiety Disorder,By State,New Mexico,New Mexico,2020-11-25,2020-12-07,42.6
Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-11-25,2020-12-07,37.3
Anxiety Disorder,By State,Nevada,Nevada,2020-11-25,2020-12-07,42.4
Anxiety Disorder,By State,Nebraska,Nebraska,2020-11-25,2020-12-07,35.0
Anxiety Disorder,By State,Montana,Montana,2020-11-25,2020-12-07,35.9
Anxiety Disorder,By State,Missouri,Missouri,2020-11-25,2020-12-07,35.2
Anxiety Disorder,By State,Mississippi,Mississippi,2020-11-25,2020-12-07,37.1
Anxiety Disorder,By State,Minnesota,Minnesota,2020-11-25,2020-12-07,34.5
Anxiety Disorder,By State,Michigan,Michigan,2020-11-25,2020-12-07,34.7
Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-11-25,2020-12-07,34.5
Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-11-25,2020-12-07,42.6
Anxiety Disorder,By State,New Jersey,New Jersey,2020-11-25,2020-12-07,36.7
Anxiety Disorder,By State,Utah,Utah,2020-11-25,2020-12-07,37.3
Anxiety Disorder,By State,North Carolina,North Carolina,2020-11-25,2020-12-07,32.9
Anxiety Disorder,By State,Virginia,Virginia,2020-11-25,2020-12-07,33.5
Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-11-25,2020-12-07,45.0
Anxiety Disorder,By State,Vermont,Vermont,2020-11-25,2020-12-07,37.8
Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-11-25,2020-12-07,42.3
Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-11-25,2020-12-07,53.0
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-11-25,2020-12-07,49.8
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-11-25,2020-12-07,35.0
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-11-25,2020-12-07,42.5
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-11-25,2020-12-07,48.0
Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-11-25,2020-12-07,45.7
Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-11-25,2020-12-07,36.8
Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-11-25,2020-12-07,19.4
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-11-25,2020-12-07,39.6
Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-11-25,2020-12-07,35.0
Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-11-25,2020-12-07,32.3
Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-11-25,2020-12-07,40.0
Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-11-25,2020-12-07,45.3
Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-11-25,2020-12-07,47.6
Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-11-25,2020-12-07,56.5
Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-11-25,2020-12-07,41.4
Anxiety Disorder,By State,Wyoming,Wyoming,2020-11-25,2020-12-07,38.7
Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-11-25,2020-12-07,30.1
Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-11-25,2020-12-07,26.4
Anxiety Disorder,By State,West Virginia,West Virginia,2020-11-25,2020-12-07,40.6
Anxiety Disorder,By State,Washington,Washington,2020-11-25,2020-12-07,37.5
Anxiety Disorder,National Estimate,United States,United States,2020-12-09,2020-12-21,36.9
Anxiety Disorder,By Age,United States,18 - 29 years,2020-12-09,2020-12-21,48.1
Anxiety Disorder,By Age,United States,30 - 39 years,2020-12-09,2020-12-21,44.3
Anxiety Disorder,By Age,United States,40 - 49 years,2020-12-09,2020-12-21,40.0
Anxiety Disorder,By Age,United States,80 years and above,2020-12-09,2020-12-21,22.5
Anxiety Disorder,By Age,United States,60 - 69 years,2020-12-09,2020-12-21,28.6
Anxiety Disorder,By Age,United States,70 - 79 years,2020-12-09,2020-12-21,21.5
Depressive Disorder,By State,Wyoming,Wyoming,2020-12-09,2020-12-21,24.7
Anxiety Disorder,By Age,United States,50 - 59 years,2020-12-09,2020-12-21,36.2
Depressive Disorder,By State,Wisconsin,Wisconsin,2020-12-09,2020-12-21,30.0
Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-12-09,2020-12-21,27.3
Depressive Disorder,By State,Washington,Washington,2020-12-09,2020-12-21,31.2
Depressive Disorder,By State,Virginia,Virginia,2020-12-09,2020-12-21,28.1
Depressive Disorder,By State,Vermont,Vermont,2020-12-09,2020-12-21,25.7
Depressive Disorder,By State,Utah,Utah,2020-12-09,2020-12-21,29.0
Depressive Disorder,By State,Texas,Texas,2020-12-09,2020-12-21,31.8
Depressive Disorder,By State,Tennessee,Tennessee,2020-12-09,2020-12-21,32.3
Depressive Disorder,By State,South Dakota,South Dakota,2020-12-09,2020-12-21,21.1
Depressive Disorder,By State,South Carolina,South Carolina,2020-12-09,2020-12-21,27.0
Depressive Disorder,By State,Rhode Island,Rhode Island,2020-12-09,2020-12-21,22.4
Depressive Disorder,By State,Oregon,Oregon,2020-12-09,2020-12-21,33.4
Anxiety Disorder,By Sex,United States,Male,2020-12-09,2020-12-21,32.2
Depressive Disorder,By State,West Virginia,West Virginia,2020-12-09,2020-12-21,37.0
Anxiety Disorder,By Sex,United States,Female,2020-12-09,2020-12-21,41.1
Anxiety Disorder,By State,Indiana,Indiana,2020-12-09,2020-12-21,34.2
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-12-09,2020-12-21,35.8
Anxiety Disorder,By State,Iowa,Iowa,2020-12-09,2020-12-21,34.5
Depressive Disorder,By State,Oklahoma,Oklahoma,2020-12-09,2020-12-21,35.7
Anxiety Disorder,By State,Illinois,Illinois,2020-12-09,2020-12-21,35.7
